sample	variable	value	XCI pattern
322960	TRiXi3	50.5	mosaic
322978	mean	55.2	mosaic
322978	TRiXi4	52.3	mosaic
322978	TRiXi5	60.4	mosaic
323211	mean	65.7	mosaic
323211	TRiXi1	70.6	mosaic
323211	TRiXi3	60.7	mosaic
323213	mean	75.9	skewed
323213	TRiXi1	73.3	skewed
323213	TRiXi2	79.7	skewed
323213	TRiXi5	84.1	skewed
323221	mean	65.2	mosaic
323221	TRiXi1	65.2	mosaic
323236	mean	74.2	skewed
323236	TRiXi1	75.4	skewed
323236	TRiXi3	73	skewed
323240	mean	60	mosaic
323240	TRiXi1	58.1	mosaic
323240	TRiXi3	61.8	mosaic
323252	mean	57.2	mosaic
323252	TRiXi3	57.2	mosaic
323259	mean	69.5	mosaic
323259	TRiXi1	58.9	mosaic
323259	TRiXi2	78.7	mosaic
323259	TRiXi4	70.9	mosaic
323266	mean	74.7	skewed
323266	TRiXi5	74.7	skewed
323285	mean	58.6	mosaic
323285	TRiXi1	66.9	mosaic
323285	TRiXi3	50.3	mosaic
323286	mean	60.8	mosaic
323286	TRiXi1	57	mosaic
323286	TRiXi2	64.6	mosaic
323296	mean	62.7	mosaic
323296	TRiXi1	63.5	mosaic
323296	TRiXi3	64.5	mosaic
323296	TRiXi4	60.1	mosaic
323313	mean	73.5	skewed
323313	TRiXi1	69.1	skewed
323313	TRiXi5	76.3	skewed
323315	mean	80.5	extremely skewed
323315	TRiXi1	78.2	extremely skewed
323315	TRiXi2	83.5	extremely skewed
323315	TRiXi5	79.8	extremely skewed
323317	mean	84.3	extremely skewed
323317	TRiXi1	84.3	extremely skewed
323327	mean	57.7	mosaic
323327	TRiXi1	61.1	mosaic
323327	TRiXi2	58.3	mosaic
323327	TRiXi3	51.2	mosaic
323327	TRiXi4	60.1	mosaic
323333	mean	69	mosaic
323333	TRiXi1	73.1	mosaic
323333	TRiXi3	64.9	mosaic
323356	mean	70.6	mosaic
323356	TRiXi1	69.7	mosaic
323356	TRiXi3	71.4	mosaic
323361	mean	70.2	mosaic
323361	TRiXi1	73.7	mosaic
323361	TRiXi2	58.9	mosaic
323361	TRiXi4	73.1	mosaic
323361	TRiXi5	75.2	mosaic
323952	mean	53.9	mosaic
323952	TRiXi1	53.7	mosaic
323952	TRiXi2	57.5	mosaic
323952	TRiXi3	50.3	mosaic
323952	TRiXi4	55.6	mosaic
323952	TRiXi5	52.3	mosaic
323955	mean	68.1	mosaic
323955	TRiXi1	64.8	mosaic
323955	TRiXi4	59.5	mosaic
323955	TRiXi5	80.1	mosaic
323984	mean	64	mosaic
323984	TRiXi1	54.6	mosaic
323984	TRiXi2	67.7	mosaic
323984	TRiXi3	62.4	mosaic
323984	TRiXi4	71.2	mosaic
323987	mean	60.2	mosaic
323987	TRiXi1	60.2	mosaic
324002	mean	61.7	mosaic
324002	TRiXi1	61.2	mosaic
324002	TRiXi3	62.2	mosaic
324003	mean	63.6	mosaic
324003	TRiXi3	67.1	mosaic
324003	TRiXi5	60.4	mosaic
324010	mean	70.3	mosaic
324010	TRiXi1	62.2	mosaic
324010	TRiXi2	71.3	mosaic
324010	TRiXi3	69.2	mosaic
324010	TRiXi4	78.7	mosaic
324044	mean	53.3	mosaic
324044	TRiXi1	53.3	mosaic
324048	mean	61	mosaic
324048	TRiXi1	63.9	mosaic
324048	TRiXi3	59.2	mosaic
324048	TRiXi5	59.8	mosaic
324062	mean	79.7	skewed
324062	TRiXi1	79.7	skewed
324064	mean	64.3	mosaic
324064	TRiXi1	64.3	mosaic
324066	mean	70.6	mosaic
324066	TRiXi1	78.4	mosaic
324066	TRiXi3	62	mosaic
324066	TRiXi4	67.2	mosaic
324066	TRiXi5	74.7	mosaic
324074	mean	61.3	mosaic
324074	TRiXi1	62.9	mosaic
324074	TRiXi2	60.1	mosaic
324074	TRiXi3	65.9	mosaic
324074	TRiXi5	56.3	mosaic
324093	mean	58.5	mosaic
324093	TRiXi1	55.1	mosaic
324093	TRiXi2	61.7	mosaic
324093	TRiXi3	56.1	mosaic
324093	TRiXi5	60.2	mosaic
324122	mean	62.9	mosaic
324122	TRiXi1	58.4	mosaic
324122	TRiXi2	56.5	mosaic
324122	TRiXi3	61.5	mosaic
324122	TRiXi4	68.9	mosaic
324122	TRiXi5	69.1	mosaic
324126	mean	66.2	mosaic
324126	TRiXi1	60.4	mosaic
324126	TRiXi2	75.9	mosaic
324126	TRiXi3	66.4	mosaic
324126	TRiXi4	64	mosaic
324126	TRiXi5	64.5	mosaic
324147	mean	53	mosaic
324147	TRiXi2	58.4	mosaic
324147	TRiXi3	50.5	mosaic
324147	TRiXi4	50.1	mosaic
324188	mean	78.8	skewed
324188	TRiXi1	78.8	skewed
324192	mean	66.3	mosaic
324192	TRiXi1	57.1	mosaic
324192	TRiXi2	65.4	mosaic
324192	TRiXi3	65.4	mosaic
324192	TRiXi4	68.5	mosaic
324192	TRiXi5	74.9	mosaic
324193	mean	53	mosaic
324193	TRiXi1	53.7	mosaic
324193	TRiXi3	52.3	mosaic
324194	mean	55.7	mosaic
324194	TRiXi1	51.3	mosaic
324194	TRiXi3	60.1	mosaic
324196	mean	68.3	skewed
324196	TRiXi3	70.5	skewed
324196	TRiXi4	67.8	skewed
324196	TRiXi5	81.6	skewed
324215	mean	58.3	mosaic
324215	TRiXi2	58.7	mosaic
324215	TRiXi3	62.4	mosaic
324215	TRiXi4	53.8	mosaic
324222	mean	52	mosaic
324222	TRiXi1	52.1	mosaic
324222	TRiXi3	51.9	mosaic
324228	mean	59.1	mosaic
324228	TRiXi1	52.5	mosaic
324228	TRiXi2	65.8	mosaic
324249	mean	78.1	skewed
324249	TRiXi3	78.1	skewed
324251	mean	57.5	mosaic
324251	TRiXi1	55.8	mosaic
324251	TRiXi3	59.1	mosaic
324408	mean	62.3	mosaic
324408	TRiXi1	70.7	mosaic
324408	TRiXi2	54.6	mosaic
324408	TRiXi3	61.7	mosaic
324408	TRiXi4	60.8	mosaic
324408	TRiXi5	63.7	mosaic
324415	mean	53.7	mosaic
324415	TRiXi1	55.9	mosaic
324415	TRiXi3	54.4	mosaic
324415	TRiXi4	51.7	mosaic
324415	TRiXi5	52.9	mosaic
324416	mean	61.4	mosaic
324416	TRiXi1	58.9	mosaic
324416	TRiXi2	58.9	mosaic
324416	TRiXi3	61.3	mosaic
324416	TRiXi4	56.9	mosaic
324416	TRiXi5	70.9	mosaic
324420	mean	64.6	mosaic
324420	TRiXi1	70.8	mosaic
324420	TRiXi2	58.9	mosaic
324420	TRiXi4	60.2	mosaic
324420	TRiXi5	70.8	mosaic
324421	mean	55	mosaic
324421	TRiXi1	55	mosaic
324431	mean	56.1	mosaic
324431	TRiXi1	58.7	mosaic
324431	TRiXi3	53.5	mosaic
324434	mean	86.6	extremely skewed
324434	TRiXi1	86.6	extremely skewed
324643	mean	69.2	mosaic
324643	TRiXi1	69.2	mosaic
324645	mean	56.7	mosaic
324645	TRiXi1	54.7	mosaic
324645	TRiXi2	62.6	mosaic
324645	TRiXi3	53.1	mosaic
324645	TRiXi4	50.7	mosaic
324645	TRiXi5	62.2	mosaic
324655	mean	82.2	extremely skewed
324655	TRiXi1	75	extremely skewed
324655	TRiXi2	88.3	extremely skewed
324655	TRiXi5	82.6	extremely skewed
324657	mean	67.8	mosaic
324657	TRiXi1	64.6	mosaic
324657	TRiXi2	72.7	mosaic
324657	TRiXi3	65.2	mosaic
324657	TRiXi5	68.7	mosaic
324664	mean	58.7	mosaic
324664	TRiXi1	57.4	mosaic
324664	TRiXi5	60	mosaic
324681	mean	56	mosaic
324681	TRiXi1	52.9	mosaic
324681	TRiXi2	58.3	mosaic
324681	TRiXi5	56	mosaic
821022	mean	81.5	extremely skewed
821022	TRiXi1	80.9	extremely skewed
821022	TRiXi2	85.9	extremely skewed
821022	TRiXi3	77.8	extremely skewed
